video_url,videoId
https://www.youtube.com/embed/j1f68pu1_C4,:j1f68pu1_C4
https://www.youtube.com/embed/0XXJD0lL8q4,:0XXJD0lL8q4
https://www.youtube.com/embed/sDRGiSGhrXk,:sDRGiSGhrXk
https://www.youtube.com/embed/SQe0p99hsHU,:SQe0p99hsHU
https://www.youtube.com/embed/GSuWsJXRPOk,:GSuWsJXRPOk
https://www.youtube.com/embed/zemBSB9XDYU,:zemBSB9XDYU
https://www.youtube.com/embed/wpCKfvlnRmo,:wpCKfvlnRmo
https://www.youtube.com/embed/2Vy7vHu2L8A,:2Vy7vHu2L8A
https://www.youtube.com/embed/1US7Mj7mM60,:1US7Mj7mM60
https://www.youtube.com/embed/hT0uqXlZ70A,:hT0uqXlZ70A
https://www.youtube.com/embed/LTg_J93Queo,:LTg_J93Queo
https://www.youtube.com/embed/14z9kVr1t3U,:14z9kVr1t3U
https://www.youtube.com/embed/TIdHHlxmoyY,:TIdHHlxmoyY
https://www.youtube.com/embed/OrKZ5hAPPZM,:OrKZ5hAPPZM
https://www.youtube.com/embed/EHjYKqUhXAs,:EHjYKqUhXAs
https://www.youtube.com/embed/LdLSs7LMd-0,:LdLSs7LMd-0
https://www.youtube.com/embed/FFjoU0YJn3Y,:FFjoU0YJn3Y
https://www.youtube.com/embed/EZxFBcOGO7A,:EZxFBcOGO7A
https://www.youtube.com/embed/zIyshL3PdD4,:zIyshL3PdD4
https://www.youtube.com/embed/M_NA-rUQMQI,:M_NA-rUQMQI
https://www.youtube.com/embed/GgBSwCLJC-U,:GgBSwCLJC-U
https://www.youtube.com/embed/mucAJW6qEvk,:mucAJW6qEvk
https://www.youtube.com/embed/XemaFKMVuII,:XemaFKMVuII
https://www.youtube.com/embed/G4QSB4PFfoI,:G4QSB4PFfoI
https://www.youtube.com/embed/QdTcT2bYWhM,:QdTcT2bYWhM
https://www.youtube.com/embed/vGCxFbd5vIo,:vGCxFbd5vIo
https://www.youtube.com/embed/w4lOOI16Gd4,:w4lOOI16Gd4
https://www.youtube.com/embed/yu_Hl9zrnAk,:yu_Hl9zrnAk
https://www.youtube.com/embed/MB3p6aS4Lvk,:MB3p6aS4Lvk
https://www.youtube.com/embed/_rQrNfRww60,:_rQrNfRww60
https://www.youtube.com/embed/wSeDuvNuuy8,:wSeDuvNuuy8
https://www.youtube.com/embed/RMPMdDBgWiw,:RMPMdDBgWiw
https://www.youtube.com/embed/OTSMHGVXoQ0,:OTSMHGVXoQ0
https://www.youtube.com/embed/5nC5aEtUmKg,:5nC5aEtUmKg
https://www.youtube.com/embed/-FaPgDFbkQw,:-FaPgDFbkQw
https://www.youtube.com/embed/KCbPdK3Dx34,:KCbPdK3Dx34
https://www.youtube.com/embed/RpSIq52aNZU,:RpSIq52aNZU
https://www.youtube.com/embed/E-M0d6yutIE,:E-M0d6yutIE
https://www.youtube.com/embed/c7YMf6ndTIo,:c7YMf6ndTIo
https://www.youtube.com/embed/__8RrX7Z8iY,:__8RrX7Z8iY
https://www.youtube.com/embed/hcQ5Zmb3lzI,:hcQ5Zmb3lzI
https://www.youtube.com/embed/B6CQGwcte5A,:B6CQGwcte5A
https://www.youtube.com/embed/0t7OtvyrZvA,:0t7OtvyrZvA
https://www.youtube.com/embed/kKC7TvJ_V9s,:kKC7TvJ_V9s
https://www.youtube.com/embed/7Iz84tEbHSU,:7Iz84tEbHSU
https://www.youtube.com/embed/P3mWgHiMIfM,:P3mWgHiMIfM
https://www.youtube.com/embed/e6uivdjaJXQ,:e6uivdjaJXQ
https://www.youtube.com/embed/9njHzsy5BAA,:9njHzsy5BAA
https://www.youtube.com/embed/5kwXhCjgTwU,:5kwXhCjgTwU
https://www.youtube.com/embed/I5EEo2cJ8xY,:I5EEo2cJ8xY
https://www.youtube.com/embed/e736JZ_yT7w,:e736JZ_yT7w
https://www.youtube.com/embed/CvfkXD1UNOc,:CvfkXD1UNOc
https://www.youtube.com/embed/amQCcqrCA70,:amQCcqrCA70
https://www.youtube.com/embed/s_Vvr-sIo0I,:s_Vvr-sIo0I
https://www.youtube.com/embed/DbLaAlYGYEc,:DbLaAlYGYEc
https://www.youtube.com/embed/rkxtaQUnVWs,:rkxtaQUnVWs
https://www.youtube.com/embed/OvPfIRBrMQI,:OvPfIRBrMQI
https://www.youtube.com/embed/mkpjv_D1woc,:mkpjv_D1woc
https://www.youtube.com/embed/qJWG7raBlT8,:qJWG7raBlT8
https://www.youtube.com/embed/G4CkdPPgL5o,:G4CkdPPgL5o
https://www.youtube.com/embed/B-JUIFUbl8M,:B-JUIFUbl8M
https://www.youtube.com/embed/aAZhJ_rQX4U,:aAZhJ_rQX4U
https://www.youtube.com/embed/iexQIFMJg48,:iexQIFMJg48
https://www.youtube.com/embed/glHzQcXdlp8,:glHzQcXdlp8
https://www.youtube.com/embed/qHRiYBwKKvU,:qHRiYBwKKvU
https://www.youtube.com/embed/O1XkisyXD6s,:O1XkisyXD6s
https://www.youtube.com/embed/8BqKL8OUEqs,:8BqKL8OUEqs
https://www.youtube.com/embed/53Tmx_BBaOc,:53Tmx_BBaOc
https://www.youtube.com/embed/0lbAn92stvk,:0lbAn92stvk
https://www.youtube.com/embed/1QnMMjEzvM4,:1QnMMjEzvM4
https://www.youtube.com/embed/ojslrOwVvFk,:ojslrOwVvFk
https://www.youtube.com/embed/0AXwCAIh_S0,:0AXwCAIh_S0
https://www.youtube.com/embed/71rF-vkJrBs,:71rF-vkJrBs
https://www.youtube.com/embed/CsZfgC5nStU,:CsZfgC5nStU
https://www.youtube.com/embed/tnQ99aqT_qc,:tnQ99aqT_qc
https://www.youtube.com/embed/tWKVv99SDQM,:tWKVv99SDQM
https://www.youtube.com/embed/WSJDg-36GAA,:WSJDg-36GAA
https://www.youtube.com/embed/D3-KEMe4SL8,:D3-KEMe4SL8
https://www.youtube.com/embed/N2w4spsYm_Q,:N2w4spsYm_Q
https://www.youtube.com/embed/eh3bxXHqF2U,:eh3bxXHqF2U
https://www.youtube.com/embed/m7MOlhL6el4,:m7MOlhL6el4
https://www.youtube.com/embed/xygBlTIv9U0,:xygBlTIv9U0
https://www.youtube.com/embed/exoFrIJwwV0,:exoFrIJwwV0
https://www.youtube.com/embed/l0YBsbXnoSo,:l0YBsbXnoSo
https://www.youtube.com/embed/CNGrx3oDO5U,:CNGrx3oDO5U
https://www.youtube.com/embed/mwOOXLC23BE,:mwOOXLC23BE
https://www.youtube.com/embed/SWPqQxz-7gg,:SWPqQxz-7gg
https://www.youtube.com/embed/4CLxWDF4hOI,:4CLxWDF4hOI
https://www.youtube.com/embed/VqgpU84RC2I,:VqgpU84RC2I
https://www.youtube.com/embed/7WDZz3M_5G0,:7WDZz3M_5G0
https://www.youtube.com/embed/gIujYl56sJQ,:gIujYl56sJQ
https://www.youtube.com/embed/8ZsHkUyxC5M,:8ZsHkUyxC5M
https://www.youtube.com/embed/l_F5lMpVbq0,:l_F5lMpVbq0
https://www.youtube.com/embed/yWWVLQx7huM,:yWWVLQx7huM
https://www.youtube.com/embed/Dg1v4Yi9xN0,:Dg1v4Yi9xN0
https://www.youtube.com/embed/XlvQ6nqKKKE,:XlvQ6nqKKKE
https://www.youtube.com/embed/HhceJ5xxl-4,:HhceJ5xxl-4
https://www.youtube.com/embed/oqvy5yXNLZU,:oqvy5yXNLZU
https://www.youtube.com/embed/MoAf9mnp8T4,:MoAf9mnp8T4
https://www.youtube.com/embed/_DF6nucQFOI,:_DF6nucQFOI
https://www.youtube.com/embed/k1TyDOwe67I,:k1TyDOwe67I
https://www.youtube.com/embed/Y7YLVMhMLi4,:Y7YLVMhMLi4
https://www.youtube.com/embed/_Xw9Av0mCcc,:_Xw9Av0mCcc
https://www.youtube.com/embed/sxz-xvr-7cs,:sxz-xvr-7cs
https://www.youtube.com/embed/FuZmjR9t3fk,:FuZmjR9t3fk
https://www.youtube.com/embed/AOWs0WN6aNQ,:AOWs0WN6aNQ
https://www.youtube.com/embed/ei4AoxZsA0M,:ei4AoxZsA0M
https://www.youtube.com/embed/IgGuIOGB2PI,:IgGuIOGB2PI
https://www.youtube.com/embed/ApVXTZ--UTU,:ApVXTZ--UTU
https://www.youtube.com/embed/mtcuoF6_qWw,:mtcuoF6_qWw
https://www.youtube.com/embed/tbXBEd7PL9A,:tbXBEd7PL9A
https://www.youtube.com/embed/BnQXER2G8ok,:BnQXER2G8ok
https://www.youtube.com/embed/CJ-HVyJKwwk,:CJ-HVyJKwwk
https://www.youtube.com/embed/nJk3wg_kQlM,:nJk3wg_kQlM
https://www.youtube.com/embed/04_IFxWohLI,:04_IFxWohLI
https://www.youtube.com/embed/qvSqdiW0Jl0,:qvSqdiW0Jl0
https://www.youtube.com/embed/mkWW4Q2Y6aI,:mkWW4Q2Y6aI
https://www.youtube.com/embed/PJg3LIbtQ7Q,:PJg3LIbtQ7Q
https://www.youtube.com/embed/YwqcsYLCGyI,:YwqcsYLCGyI
https://www.youtube.com/embed/WP00kVLoy7A,:WP00kVLoy7A
https://www.youtube.com/embed/cNl4960ZOjU,:cNl4960ZOjU
https://www.youtube.com/embed/HhlX9XjZ2dM,:HhlX9XjZ2dM
https://www.youtube.com/embed/ps7mfV71fps,:ps7mfV71fps
https://www.youtube.com/embed/yLKn0BjHm3c,:yLKn0BjHm3c
https://www.youtube.com/embed/tPqwtz3gz_I,:tPqwtz3gz_I
https://www.youtube.com/embed/_yKFJm75qO0,:_yKFJm75qO0
https://www.youtube.com/embed/B4tfjOfa63Q,:B4tfjOfa63Q
https://www.youtube.com/embed/GbetzV4l4CY,:GbetzV4l4CY
