videoId,channelId,publishedAt,searchKey
:jrengBUFqjA,UCiEpOW24W7i75uadLd-aOoQ,2019-10-27,asmr
:eElKnbxncv0,UCXLq2SnqViacKXXrGejL1LA,2019-11-01,asmr
:RDzrFofhF5I,UCGa0i7fssw6ZecR8BaulWyA,2019-10-31,asmr
:uso5aKh7QXU,UCmZb4LwQRhEzZX5Uqpcqziw,2019-10-31,asmr
:MBkPMc0Ga3U,UCp2oHxZ4TFNroqeZp1VKSDg,2019-11-02,asmr
:311p0HHcga4,UC2fsxQr6Hcx1enORxXgKpxQ,2019-10-25,asmr
:7ytAyEb-7A0,UCXQQCWaSQSmn5ZAEsX-4bhg,2019-10-29,asmr
:IOkbjuyvR4g,UCC7QOlwrWzQyOlZ1zpjOSjg,2019-10-25,asmr
:cbG3OEPO5H0,UCC7QOlwrWzQyOlZ1zpjOSjg,2019-10-25,asmr
:SYJBTS3O4lI,UCg7xkCKcxA84xSTGgtF9ySA,2019-10-31,asmr
:KvkD8RXgQL0,UCNMpL6nzo_kOftvXOugQeBQ,2019-11-01,asmr
:DMqJahUyuZo,UCp4LfMtDfoa29kTlLnqQ5Mg,2019-10-26,asmr
:_hUAjnMD_uk,UClHax9sMtfcY5sFOAFjWOYA,2019-10-25,asmr
:DGt_ID39wqQ,UCSwK_226lrRdzMy27jBd3aA,2019-10-26,asmr
:cUOJPsaigOI,UCSwK_226lrRdzMy27jBd3aA,2019-10-31,asmr
:2_NLsJiKXcM,UChYcJLnVxqgO3SkM6vKX9aw,2019-10-30,asmr
:DwtkATJTNUI,UCZf__ehlCEBPop-_sldpBUQ,2019-10-27,asmr
:bIfBeVarCuo,UCHOMwu9rsESLsDNSB8XgCUw,2019-10-27,asmr
:_DOZYo15f7I,UCHOMwu9rsESLsDNSB8XgCUw,2019-11-02,asmr
:5x_mcYak1eY,UCB7Te5Pb6LOTFV7i0Rzp8dg,2019-10-26,asmr
:Fe7ZOKoUR9g,UCGa0i7fssw6ZecR8BaulWyA,2019-11-02,asmr
:1OXlygakE-Y,UC8F2gr4_K4pU96Ft9V1P-hg,2019-10-27,asmr
:Elb2pw75vFs,UCXZhtAgjm-dvD0fQoufRSzg,2019-10-25,asmr
:yUwqoYzaXs4,UC2fsxQr6Hcx1enORxXgKpxQ,2019-10-28,asmr
:0DyPHTeIdts,UC3r1iP6h9X87_-jgRKxtkbg,2019-11-02,asmr
:f9w7lBKY9sI,UCd_YEYTBzUXxm4tMsiv5wkw,2019-10-26,asmr
:rVE0HsZ_nnA,UCxtLc0Jqq3SKBWlIXM_OC9g,2019-11-02,asmr
:nz7WxkrH3fg,UCI78AdiI6f7VKhqW1i4B3Rw,2019-10-27,asmr
:gLbuLjSvEZ0,UCjCDp8b2wtGIiaC3ZqKomSQ,2019-10-25,asmr
:sv8Rdsrv0DA,UCSwK_226lrRdzMy27jBd3aA,2019-10-30,asmr
:d5iwfLcr7-U,UCbWzWaGembaIceXDiLWl9ew,2019-10-31,asmr
:cZsL51iUlfc,UCi5d657TzpQ1I29p6rVlcSw,2019-11-02,asmr
:cHLS9f6ALeo,UCowJiJwaygWAtNJXt95z9eQ,2019-11-02,asmr
:IpG2l1Toy48,UCyls5FepyOPvI-fNOELkkeQ,2019-10-25,asmr
:7VF-F08cUYA,UCZ8MqcJVNNq6d1KARqqI19g,2019-10-31,asmr
:FEZabhnp-Hk,UCZ8MqcJVNNq6d1KARqqI19g,2019-10-26,asmr
:2RqUMI3s99Y,UCzYebWYkJidUATFAlCSiZQQ,2019-10-31,asmr
:dxO_W02QTFI,UCSwK_226lrRdzMy27jBd3aA,2019-11-01,asmr
:XUlKRteU-Sc,UCp4LfMtDfoa29kTlLnqQ5Mg,2019-10-25,asmr
:BMHP5yiuzgE,UCu97hBFhxT-DwqnMW0ETN0w,2019-10-26,asmr
:dJUSIubToAI,UCg7xkCKcxA84xSTGgtF9ySA,2019-10-28,asmr
:D8Nhs5SrdSo,UC2fsxQr6Hcx1enORxXgKpxQ,2019-10-27,asmr
:cOnInmQvN3o,UCB7Te5Pb6LOTFV7i0Rzp8dg,2019-10-31,asmr
:tOD_pNSFtsw,UCir6UlI_13cyrDkQTv1WLEw,2019-11-01,asmr
:MxfSxdmyAmo,UCc7v5yYC_mviB1_fLuB-GRw,2019-10-25,asmr
:8ymyxBQ24as,UCGT4uE6QATM7PymB8OTME4g,2019-10-27,asmr
:Pe3VcHJz4ig,UCikebqFWoT3QC9axUbXCPYw,2019-10-27,asmr
:LK21tct1BBc,UCCOxM6-LzAYVXfzEpQYuuaw,2019-10-25,asmr
:z1pwdDQAZzo,UCC7QOlwrWzQyOlZ1zpjOSjg,2019-10-25,asmr
:lyEICCiLfWc,UCI78AdiI6f7VKhqW1i4B3Rw,2019-11-02,asmr
:_hhEKQoJHN0,UCzcd_ScQLcvthV4zKSC2-bA,2019-10-30,asmr
:WaOG-HoeXRs,UCxtLc0Jqq3SKBWlIXM_OC9g,2019-10-25,asmr
:pFI0HMRvfn0,UCEu963D7_2tmfUW6_HgJo4A,2019-10-25,asmr
:ze7m9BRDN8c,UCT48QhzrlNVDLwuWoHhkNnA,2019-10-28,asmr
:5J70NrMgsJE,UCE6acMV3m35znLcf0JGNn7Q,2019-10-30,asmr
:ONLaZ1ULIio,UC2fsxQr6Hcx1enORxXgKpxQ,2019-10-29,asmr
:3SSkLc82h4Q,UCvH6IXyviEqIIYqtzspXTag,2019-10-27,asmr
:bcKsN8eMThI,UCVb3Kouf3YKbazTzUOlD3Ag,2019-11-01,asmr
:Jqyd1-R9a0A,UC4d18IlLmw0utmVxIjSadLQ,2019-10-30,asmr
:Xrp6tYxBFUA,UCSwK_226lrRdzMy27jBd3aA,2019-10-25,asmr
:iK2PcYQQrR8,UCTFCMkTZPwi_PjerXYxDscA,2019-10-31,asmr
:F9LQbeRa4iY,UCSwK_226lrRdzMy27jBd3aA,2019-11-02,asmr
:E6uZKHf0JgA,UCT48QhzrlNVDLwuWoHhkNnA,2019-10-25,asmr
:xyZAz1HSR90,UCcDyO28y3Xgabi-K6ZS84YQ,2019-10-29,asmr
:sVH5OWPpslQ,UCp5oSl262QFMOsjKj_kYILA,2019-11-01,asmr
:NsjMuSfLDjE,UCG5P3NG_mE2wsmZpHbioujQ,2019-10-26,asmr
:wVSnu7tKrCo,UCSwK_226lrRdzMy27jBd3aA,2019-10-25,asmr
:skkrnfdUdi4,UCSwK_226lrRdzMy27jBd3aA,2019-10-26,asmr
:6tgd33EylLE,UCnPmMnjVCs1emqjN4BvUvsA,2019-11-01,asmr
:19_q20l7Z5o,UChi9yxCMZ8PS3a-M4CGCC0g,2019-11-01,asmr
:yR-xk5VFp-U,UCusGLaOUUDgKuW4Kr8UDvbA,2019-10-27,asmr
:EEcEI0nQUmE,UCjt7-r8gbAb24u5UhDQi6Bg,2019-10-30,asmr
:bzg-kBkW9o8,UCGa0i7fssw6ZecR8BaulWyA,2019-10-25,asmr
:7subGcv7fWo,UCfUVc0pw8y_JxmHroUqQZyA,2019-10-29,asmr
:hSwBib7H-UE,UC2fsxQr6Hcx1enORxXgKpxQ,2019-11-02,asmr
:N_X8i3OMcVs,UCR0NoY1NKA9q7Ke8cSrm25g,2019-11-02,asmr
:Pe530iUaIpw,UC9MAhZQQd9egwWCxrwSIsJQ,2019-11-01,asmr
:82yC91ji0x4,UCfTAKBeIxcAIXvGLjZGNI3Q,2019-10-31,asmr
:SubfyYSg0Ug,UCI78AdiI6f7VKhqW1i4B3Rw,2019-10-26,asmr
:S07Xtghd72Q,UCSwK_226lrRdzMy27jBd3aA,2019-10-30,asmr
:S9A-KyaCNlo,UC-AeV5PPt639yEk2vs5et5Q,2019-10-27,asmr
:uLNLoVNP7mQ,UC2fsxQr6Hcx1enORxXgKpxQ,2019-11-01,asmr
:tTQCN0xewis,UCNlMeUt5nOTQ-yfjXzRKVKA,2019-10-25,asmr
:hIa4VwDif98,UC-qgc-DdL4FkDyQ8tezWGUA,2019-10-27,asmr
:QWJJ3XtcSvQ,UCGT4uE6QATM7PymB8OTME4g,2019-10-27,asmr
:qMtIOlS_WAo,UCeHOkFGW-7uAZFvq3BXb8YA,2019-11-01,asmr
